item_code,item_name,total_qty,trx_frequency,avg_qty_per_trx,std_qty,recency,label,class_id,Qty_Velocity,Trx_Velocity,Recency_Ratio,Qty_Velocity_zscore,Trx_Velocity_zscore,Avg_Qty_Per_Trx_zscore,Std_Qty_zscore,Recency_Ratio_zscore,pred_knn,pred_rf,pred_svm,pred_lr,pred_xgb,pred_consensus
103700415,MEPROLUT TABLET,1388,322,4.3105590062111805,3.36138234589932,1,Fast Moving,0,1.2687385740402193,0.2943327239488117,0.0009140767824497258,0.1796,0.7006,-0.2983,-0.3314,-0.4621,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700416,DIGOXIN INJEKSI,38,17,2.235294117647059,1.147247344990711,76,Slow Moving,2,0.03473491773308958,0.015539305301645339,0.06946983546617916,-0.5342,-0.5731,-0.6019,-0.638,-0.1349,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700419,CLINDAMYCIN HCL 300 KAPSUL,132,58,2.2758620689655173,2.024352644616067,0,Medium Moving,1,0.1206581352833638,0.05301645338208409,0.0,-0.4845,-0.4019,-0.5959,-0.5165,-0.4664,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700420,URSODEOXYCHOLIC ACID KAPSUL,1101,184,5.983695652173913,6.217791802674143,0,Fast Moving,0,1.006398537477148,0.16819012797074953,0.0,0.0279,0.1243,-0.0535,0.0642,-0.4664,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700428,PROTECID TABLET,142,60,2.3666666666666667,1.5400491590950527,32,Medium Moving,1,0.12979890310786105,0.054844606946983544,0.029250457038391225,-0.4792,-0.3935,-0.5826,-0.5836,-0.3268,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700431,ANCEFA CAPSULE,26,11,2.3636363636363638,2.802596198981483,65,Slow Moving,2,0.02376599634369287,0.010054844606946984,0.05941499085923217,-0.5405,-0.5982,-0.5831,-0.4088,-0.1829,Slow Moving,Slow Moving,Medium Moving,Slow Moving,Slow Moving,Slow Moving
103700436,PROCATEROL HYDROCHLORIDE HEMIHYDRATE SIRUP,30,1,30.0,0.0,19,Slow Moving,2,0.027422303473491772,0.0009140767824497258,0.01736745886654479,-0.5384,-0.6399,3.4597,-0.7969,-0.3835,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700451,CEFUROXIME SODIUM SERBUK INJEKSI,2,1,2.0,0.0,487,Slow Moving,2,0.0018281535648994515,0.0009140767824497258,0.44515539305301643,-0.5532,-0.6399,-0.6363,-0.7969,1.6582,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700454,ENTECAVIR MONOHYDRATE TABLET SALUT SELAPUT 0.5 MG,10,1,10.0,0.0,81,Slow Moving,2,0.009140767824497258,0.0009140767824497258,0.0740402193784278,-0.549,-0.6399,0.534,-0.7969,-0.1131,Medium Moving,Slow Moving,Medium Moving,Slow Moving,Slow Moving,Slow Moving
103700456,MUCIFAT SUSPENSION (200 ML),1460,98,14.89795918367347,15.015792233867916,1,Fast Moving,0,1.3345521023765996,0.08957952468007313,0.0009140767824497258,0.2177,-0.2348,1.2505,1.2827,-0.4621,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700459,CALORLOSS KAPLET SALUT SELAPUT,216,119,1.815126050420168,3.524650208764854,26,Medium Moving,1,0.19744058500914077,0.10877513711151737,0.02376599634369287,-0.4401,-0.1471,-0.6633,-0.3088,-0.353,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700460,ORLIBES KAPSUL,86,30,2.8666666666666667,6.511175185698091,0,Medium Moving,1,0.07861060329067641,0.027422303473491772,0.0,-0.5088,-0.5188,-0.5095,0.1049,-0.4664,Slow Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700462,DTRIVIT DISPERSIBLE TABLET,840,134,6.268656716417911,6.5959251251973905,0,Fast Moving,0,0.7678244972577697,0.12248628884826325,0.0,-0.1101,-0.0845,-0.0118,0.1166,-0.4664,Fast Moving,Fast Moving,Medium Moving,Medium Moving,Fast Moving,Fast Moving
103700464,KETOCONAZOLE SCALP SOLUTION 2% (+ F BOX),16,5,3.2,1.7888543819998317,112,Slow Moving,2,0.014625228519195612,0.004570383912248629,0.10237659963436929,-0.5458,-0.6232,-0.4607,-0.5491,0.0222,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700474,GLIMEPIX 2 TABLET,67,18,3.7222222222222223,2.6965240273480524,701,Medium Moving,1,0.061243144424131625,0.016453382084095063,0.6407678244972578,-0.5189,-0.5689,-0.3843,-0.4234,2.5919,Slow Moving,Medium Moving,Slow Moving,Slow Moving,Medium Moving,Slow Moving
103700476,AZOMEP KAPLET SALUT SELAPUT,735,189,3.888888888888889,3.9198530874192667,0,Medium Moving,1,0.6718464351005484,0.17276051188299818,0.0,-0.1656,0.1452,-0.36,-0.254,-0.4664,Fast Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700478,MALTIRON ACTIVE KAPLET SALUT SELAPUT,26,6,4.333333333333333,1.96638416050035,495,Slow Moving,2,0.02376599634369287,0.005484460694698354,0.4524680073126143,-0.5405,-0.619,-0.2949,-0.5246,1.6931,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700479,MALTIRON GOLD KAPLET SALUT SELAPUT,1,1,1.0,0.0,222,Slow Moving,2,0.0009140767824497258,0.0009140767824497258,0.20292504570383912,-0.5538,-0.6399,-0.7826,-0.7969,0.5021,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700481,TAMPROSTAT TABLET SALUT SELAPUT PELEPASAN LAMBAT 0.4 MG,65,2,32.5,3.5355339059327378,0,Slow Moving,2,0.05941499085923217,0.0018281535648994515,0.0,-0.5199,-0.6358,3.8255,-0.3072,-0.4664,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700487,ANCEFA DROPS,268,24,11.166666666666666,4.931413649219679,82,Medium Moving,1,0.2449725776965265,0.021937842778793418,0.07495429616087751,-0.4126,-0.5439,0.7047,-0.1139,-0.1087,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700489,OMEGA - E CAPSULE,28,8,3.5,6.676183683170241,9,Slow Moving,2,0.025594149908592323,0.007312614259597806,0.008226691042047532,-0.5395,-0.6107,-0.4169,0.1277,-0.4272,Slow Moving,Slow Moving,Medium Moving,Medium Moving,Slow Moving,Slow Moving
103700490,ARGIMEP TABLET EFFERVESCENT,4081,267,15.284644194756554,26.68870723995159,0,Fast Moving,0,3.7303473491773307,0.24405850091407677,0.0,1.6036,0.471,1.3071,2.8993,-0.4664,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700491,PROMUCIL TABLET EFFERVESCENT,81,24,3.375,3.145908315643477,170,Medium Moving,1,0.0740402193784278,0.021937842778793418,0.15539305301645337,-0.5115,-0.5439,-0.4351,-0.3612,0.2752,Slow Moving,Medium Moving,Slow Moving,Slow Moving,Medium Moving,Slow Moving
103700493,ZIRCUM KID DROPS,263,60,4.383333333333334,3.3042944151393203,0,Medium Moving,1,0.24040219378427788,0.054844606946983544,0.0,-0.4152,-0.3935,-0.2876,-0.3393,-0.4664,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700494,CALMAS 250 TABLET HISAP,11,3,3.6666666666666665,2.3094010767585034,854,Slow Moving,2,0.010054844606946984,0.002742230347349177,0.7806215722120659,-0.5485,-0.6316,-0.3925,-0.4771,3.2594,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700495,CALMAS 250 SUSPENSION,161,43,3.744186046511628,2.601217876448078,16,Medium Moving,1,0.14716636197440586,0.03930530164533821,0.014625228519195612,-0.4692,-0.4645,-0.3811,-0.4366,-0.3966,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700496,DTRIVIT 4000 TABLET KUNYAH,1392,132,10.545454545454545,15.668494978979796,0,Fast Moving,0,1.2723948811700183,0.1206581352833638,0.0,0.1818,-0.0928,0.6138,1.3731,-0.4664,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700498,ROVAPRO 10 TABLET SALUT SELAPUT,52,18,2.888888888888889,1.7452081921613043,34,Slow Moving,2,0.04753199268738574,0.016453382084095063,0.031078610603290677,-0.5268,-0.5689,-0.5063,-0.5552,-0.3181,Slow Moving,Slow Moving,Medium Moving,Slow Moving,Slow Moving,Slow Moving
103700501,PRAZOX 1 TABLET,4,2,2.0,0.0,111,Slow Moving,2,0.003656307129798903,0.0018281535648994515,0.10146252285191956,-0.5522,-0.6358,-0.6363,-0.7969,0.0178,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700502,PRAZOX 0.5 TABLET,14,7,2.0,0.5773502691896257,22,Slow Moving,2,0.012797074954296161,0.006398537477148081,0.02010968921389397,-0.5469,-0.6149,-0.6363,-0.7169,-0.3705,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700509,CALMAS 400 TABLET KUNYAH,14,7,2.0,1.8257418583505538,464,Slow Moving,2,0.012797074954296161,0.006398537477148081,0.42413162705667273,-0.5469,-0.6149,-0.6363,-0.544,1.5579,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700511,DTRIVIT 5000 TABLET KUNYAH,395,96,4.114583333333333,4.551159000256312,0,Medium Moving,1,0.3610603290676417,0.08775137111517367,0.0,-0.3454,-0.2432,-0.3269,-0.1666,-0.4664,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700513,XANTIA KAPSUL,187,58,3.2241379310344827,3.2608421226827757,9,Medium Moving,1,0.17093235831809872,0.05301645338208409,0.008226691042047532,-0.4554,-0.4019,-0.4572,-0.3453,-0.4272,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700520,PROZEPAM 5 ENEMA,10,2,5.0,0.0,100,Slow Moving,2,0.009140767824497258,0.0018281535648994515,0.09140767824497258,-0.549,-0.6358,-0.1974,-0.7969,-0.0302,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700521,SIFOLIN KAPSUL,8,3,2.6666666666666665,2.0816659994661326,610,Slow Moving,2,0.007312614259597806,0.002742230347349177,0.5575868372943327,-0.5501,-0.6316,-0.5388,-0.5086,2.1948,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700523,ZIRCUM KID 10 SIRUP,398,65,6.123076923076923,4.836410382154867,5,Medium Moving,1,0.36380255941499084,0.05941499085923217,0.004570383912248629,-0.3438,-0.3727,-0.0331,-0.1271,-0.4446,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700526,MAXPRO DROPS,196,13,15.076923076923077,12.711291164823622,2,Medium Moving,1,0.17915904936014626,0.011882998171846435,0.0018281535648994515,-0.4506,-0.5898,1.2767,0.9635,-0.4577,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700528,CALMAS D TABLET KUNYAH,136,36,3.7777777777777777,1.5139562384902323,68,Medium Moving,1,0.12431444241316271,0.03290676416819013,0.062157221206581355,-0.4824,-0.4938,-0.3762,-0.5872,-0.1698,Medium Moving,Medium Moving,Medium Moving,Slow Moving,Medium Moving,Medium Moving
103700537,DONEXAN TABLET,619,117,5.2905982905982905,3.787592787209469,2,Medium Moving,1,0.5658135283363802,0.10694698354661791,0.0018281535648994515,-0.227,-0.1555,-0.1549,-0.2723,-0.4577,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700562,CEFIXIME TRIHYDRATE 100 KAPSUL,190,35,5.428571428571429,4.181793270593753,0,Medium Moving,1,0.1736745886654479,0.031992687385740404,0.0,-0.4538,-0.4979,-0.1347,-0.2177,-0.4664,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700580,MEPROXIB 60 TABLET SALUT SELAPUT,532,68,7.823529411764706,10.745274805276647,0,Medium Moving,1,0.48628884826325414,0.062157221206581355,0.0,-0.273,-0.3601,0.2156,0.6912,-0.4664,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700581,MEPROXIB 90 TABLET SALUT SELAPUT,36,17,2.1176470588235294,0.6002450479987809,1,Slow Moving,2,0.03290676416819013,0.015539305301645339,0.0009140767824497258,-0.5352,-0.5731,-0.6191,-0.7138,-0.4621,Slow Moving,Slow Moving,Medium Moving,Slow Moving,Slow Moving,Slow Moving
103700593,MYCONIX SALEP,21,6,3.5,1.378404875209022,0,Slow Moving,2,0.019195612431444242,0.005484460694698354,0.0,-0.5432,-0.619,-0.4169,-0.606,-0.4664,Slow Moving,Slow Moving,Medium Moving,Slow Moving,Slow Moving,Slow Moving
103700609,LAVASHA FEMININE HYGIENE WASH FOAM,4,2,2.0,0.0,279,Slow Moving,2,0.003656307129798903,0.0018281535648994515,0.25502742230347347,-0.5522,-0.6358,-0.6363,-0.7969,0.7508,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700610,LAVASHA STRETCH MARK CREAM,1,1,1.0,0.0,189,Slow Moving,2,0.0009140767824497258,0.0009140767824497258,0.17276051188299818,-0.5538,-0.6399,-0.7826,-0.7969,0.3581,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700611,LAVASHA NIPPLE AND LIP CARE,2,1,2.0,0.0,264,Slow Moving,2,0.0018281535648994515,0.0009140767824497258,0.2413162705667276,-0.5532,-0.6399,-0.6363,-0.7969,0.6853,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700612,LAVASHA BODY LOTION SERUM,4,3,1.3333333333333333,0.5773502691896258,264,Slow Moving,2,0.003656307129798903,0.002742230347349177,0.2413162705667276,-0.5522,-0.6316,-0.7338,-0.7169,0.6853,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
