item_code,item_name,total_qty,trx_frequency,avg_qty_per_trx,std_qty,recency,label,class_id,Qty_Velocity,Trx_Velocity,Recency_Ratio,Qty_Velocity_zscore,Trx_Velocity_zscore,Avg_Qty_Per_Trx_zscore,Std_Qty_zscore,Recency_Ratio_zscore,pred_knn,pred_rf,pred_svm,pred_lr,pred_xgb,pred_consensus
103700002,ANBIOLID  FC TABLET,51,36,1.4166666666666667,0.6035608621222173,27,Slow Moving,2,0.04661791590493602,0.03290676416819013,0.024680073126142597,-0.5273,-0.4938,-0.7216,-0.7133,-0.3486,Medium Moving,Slow Moving,Medium Moving,Medium Moving,Slow Moving,Medium Moving
103700003,ANCEFA FC TABLET,365,87,4.195402298850575,4.387718272473667,51,Medium Moving,1,0.3336380255941499,0.07952468007312614,0.04661791590493602,-0.3613,-0.2808,-0.3151,-0.1892,-0.2439,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700004,ANCEFA 125 DRY SUSPENSION,42,15,2.8,2.1447610589527217,68,Slow Moving,2,0.038391224862888484,0.013711151736745886,0.062157221206581355,-0.5321,-0.5815,-0.5193,-0.4999,-0.1698,Slow Moving,Slow Moving,Medium Moving,Slow Moving,Slow Moving,Slow Moving
103700005,ANCEFA 250 DRY SUSPENSION,92,28,3.2857142857142856,1.8430478552727265,47,Medium Moving,1,0.08409506398537477,0.025594149908592323,0.04296160877513711,-0.5056,-0.5272,-0.4482,-0.5416,-0.2614,Slow Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700007,ANCLA  FC TABLET,166,66,2.515151515151515,1.647771681742199,42,Medium Moving,1,0.15173674588665448,0.0603290676416819,0.038391224862888484,-0.4665,-0.3685,-0.5609,-0.5687,-0.2832,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700008,ANCLA FORTE DRY SUSPENSION,222,19,11.68421052631579,12.092479901800068,20,Medium Moving,1,0.20292504570383912,0.01736745886654479,0.018281535648994516,-0.4369,-0.5648,0.7804,0.8778,-0.3792,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700009,ANDONEX 100 SYRUP,107,4,26.75,18.409689477736084,49,Medium Moving,1,0.09780621572212066,0.003656307129798903,0.044789762340036565,-0.4977,-0.6274,2.9843,1.7527,-0.2527,Fast Moving,Medium Moving,Fast Moving,Medium Moving,Medium Moving,Medium Moving
103700010,ANDONEX 60 SYRUP,1886,54,34.925925925925924,18.084551785361683,22,Fast Moving,0,1.7239488117001829,0.04936014625228519,0.02010968921389397,0.443,-0.4186,4.1803,1.7077,-0.3705,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700017,ARCAPEC DRY SUSPENSION,277,83,3.3373493975903616,1.3905351525865506,1,Medium Moving,1,0.253199268738574,0.07586837294332724,0.0009140767824497258,-0.4078,-0.2975,-0.4406,-0.6043,-0.4621,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700018,ARCAPEC (BLISTER) TABLET,779,464,1.6788793103448276,1.3104934665198888,0,Fast Moving,0,0.7120658135283364,0.42413162705667273,0.0,-0.1424,1.2937,-0.6833,-0.6154,-0.4664,Medium Moving,Medium Moving,Fast Moving,Fast Moving,Medium Moving,Medium Moving
103700021,ARINIA  5  TABLET,25,11,2.272727272727273,1.009049958219026,757,Slow Moving,2,0.022851919561243144,0.010054844606946984,0.6919561243144424,-0.5411,-0.5982,-0.5964,-0.6571,2.8362,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700022,ARSINAL  FC TABLET,857,380,2.2552631578947366,1.6788608665381322,2,Fast Moving,0,0.783363802559415,0.3473491773308958,0.0018281535648994515,-0.1011,0.9429,-0.5989,-0.5644,-0.4577,Medium Moving,Fast Moving,Medium Moving,Medium Moving,Fast Moving,Medium Moving
103700023,ARSITAM 500 TABLET,69,7,9.857142857142858,4.59813626840888,100,Medium Moving,1,0.06307129798903108,0.006398537477148081,0.09140767824497258,-0.5178,-0.6149,0.5131,-0.1601,-0.0302,Medium Moving,Medium Moving,Medium Moving,Slow Moving,Medium Moving,Medium Moving
103700024,BIOCOMBIN  FC TABLET,410,179,2.2905027932960893,2.099884767770245,0,Medium Moving,1,0.37477148080438755,0.1636197440585009,0.0,-0.3375,0.1034,-0.5938,-0.5061,-0.4664,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700025,BIOCOMBIN 5000 LIQUID INJECTION,8693,703,12.365576102418208,15.348981560991463,0,Fast Moving,0,7.946069469835466,0.6425959780621572,0.0,4.0422,2.2918,0.8801,1.3288,-0.4664,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700026,BIOFOS 120 SYRUP,160,51,3.1372549019607843,1.3117866875851005,51,Medium Moving,1,0.14625228519195613,0.04661791590493602,0.04661791590493602,-0.4697,-0.4311,-0.4699,-0.6152,-0.2439,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700027,BIOFOS 60 SYRUP,1205,115,10.478260869565217,8.74727809903609,58,Fast Moving,0,1.1014625228519195,0.10511882998171847,0.05301645338208409,0.0829,-0.1638,0.604,0.4145,-0.2134,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700029,CALIX  SUSPENSION,60,23,2.608695652173913,1.8522499937982704,69,Slow Moving,2,0.054844606946983544,0.02102376599634369,0.06307129798903108,-0.5226,-0.5481,-0.5472,-0.5404,-0.1654,Slow Moving,Slow Moving,Medium Moving,Slow Moving,Slow Moving,Slow Moving
103700030,CALOSTRUM  SYRUP,63,29,2.1724137931034484,1.1670771035014103,9,Slow Moving,2,0.05758683729433273,0.026508226691042046,0.008226691042047532,-0.521,-0.523,-0.6111,-0.6353,-0.4272,Slow Moving,Slow Moving,Medium Moving,Medium Moving,Slow Moving,Slow Moving
103700031,CANERGY  FC TABLET,1409,211,6.677725118483412,9.554377034352187,1,Fast Moving,0,1.2879341864716636,0.19287020109689215,0.0009140767824497258,0.1907,0.2371,0.048,0.5263,-0.4621,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700034,CELODIM POWDER INJECTION,44,11,4.0,1.0954451150103321,602,Slow Moving,2,0.04021937842778794,0.010054844606946984,0.5502742230347349,-0.531,-0.5982,-0.3437,-0.6452,2.1599,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700035,CERETON  CAPSULE,103,50,2.06,1.3910794516548388,62,Medium Moving,1,0.09414990859232175,0.04570383912248629,0.056672760511883,-0.4998,-0.4353,-0.6275,-0.6042,-0.1959,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700037,CLINJOS 150  CAPSULE,119,58,2.0517241379310347,1.248471539812954,8,Medium Moving,1,0.10877513711151737,0.05301645338208409,0.007312614259597806,-0.4914,-0.4019,-0.6287,-0.624,-0.4315,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700038,CLINJOS 300 CAPSULE,82,55,1.490909090909091,0.6345814389765924,0,Medium Moving,1,0.07495429616087751,0.050274223034734916,0.0,-0.5109,-0.4144,-0.7108,-0.709,-0.4664,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700039,CLOVERTIL TABLET,23,17,1.3529411764705883,0.6063390625908325,0,Slow Moving,2,0.02102376599634369,0.015539305301645339,0.0,-0.5421,-0.5731,-0.7309,-0.7129,-0.4664,Slow Moving,Slow Moving,Medium Moving,Slow Moving,Slow Moving,Slow Moving
103700040,COMBES  FC TABLET,20,1,20.0,0.0,519,Slow Moving,2,0.018281535648994516,0.0009140767824497258,0.4744058500914077,-0.5437,-0.6399,1.9969,-0.7969,1.7978,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700042,DEOLIT CAPSULE,184,72,2.5555555555555554,1.875632392050624,22,Medium Moving,1,0.16819012797074953,0.06581352833638025,0.02010968921389397,-0.457,-0.3434,-0.555,-0.5371,-0.3705,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700043,DEPTRAL  CAPLET,44,19,2.3157894736842106,1.2495613265350083,20,Slow Moving,2,0.04021937842778794,0.01736745886654479,0.018281535648994516,-0.531,-0.5648,-0.5901,-0.6238,-0.3792,Slow Moving,Slow Moving,Medium Moving,Slow Moving,Slow Moving,Slow Moving
103700044,DEXAMETHASONE SODIUM PHOSPHATE LIQUID INJECTION,6799,495,13.735353535353536,21.564531313138406,0,Fast Moving,0,6.214808043875686,0.4524680073126143,0.0,3.0408,1.4231,1.0804,2.1896,-0.4664,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700045,DIAZEPAM LIQUID INJECTION,354,72,4.916666666666667,6.488885405277003,5,Medium Moving,1,0.3235831809872029,0.06581352833638025,0.004570383912248629,-0.3671,-0.3434,-0.2096,0.1018,-0.4446,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700048,DONEXAN DX 120 SYRUP,2764,175,15.794285714285714,13.814575487321706,7,Fast Moving,0,2.526508226691042,0.15996343692870202,0.006398537477148081,0.9072,0.0867,1.3816,1.1163,-0.4359,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700049,DONEXAN DX 60 SYRUP,4705,175,26.885714285714286,22.659868100491924,7,Fast Moving,0,4.30073126142596,0.15996343692870202,0.006398537477148081,1.9335,0.0867,3.0042,2.3413,-0.4359,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700050,DOSIVEC  CAPSULE,5,4,1.25,0.5,98,Slow Moving,2,0.004570383912248629,0.003656307129798903,0.08957952468007313,-0.5516,-0.6274,-0.746,-0.7276,-0.0389,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700051,DOSIVEC DRY SUSPENSION,8,4,2.0,0.0,61,Slow Moving,2,0.007312614259597806,0.003656307129798903,0.055758683729433274,-0.5501,-0.6274,-0.6363,-0.7969,-0.2003,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700052,EFLIN  SYRUP,449,76,5.907894736842105,4.999140276964822,11,Medium Moving,1,0.41042047531992687,0.06946983546617916,0.010054844606946984,-0.3169,-0.3267,-0.0646,-0.1046,-0.4184,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700053,EFLIN  TABLET,703,239,2.9414225941422596,3.3614097159743888,8,Medium Moving,1,0.6425959780621572,0.21846435100548445,0.007312614259597806,-0.1826,0.354,-0.4986,-0.3314,-0.4315,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700056,ESOMEPRAZOLE SODIUM POWDER INJECTION,2039,76,26.82894736842105,21.944407432051104,0,Fast Moving,0,1.863802559414991,0.06946983546617916,0.0,0.5239,-0.3267,2.9959,2.2422,-0.4664,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700057,EXOCID 40 POWDER INJECTION,2116,275,7.694545454545454,5.3757843828217835,0,Fast Moving,0,1.9341864716636197,0.2513711151736746,0.0,0.5646,0.5044,0.1968,-0.0524,-0.4664,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700060,FOLAPLUS  CAPLET,585,288,2.03125,1.7557459179001376,23,Medium Moving,1,0.5347349177330896,0.263254113345521,0.02102376599634369,-0.245,0.5587,-0.6317,-0.5537,-0.3661,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700063,FURAMIN  LIQUID INJECTION,3771,441,8.551020408163266,10.057008189771347,0,Fast Moving,0,3.4469835466179157,0.4031078610603291,0.0,1.4397,1.1976,0.322,0.5959,-0.4664,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700066,GASTRINAL HD CHEW. TABLET,1166,563,2.0710479573712255,1.5493989660700647,0,Fast Moving,0,1.0658135283363803,0.5146252285191956,0.0,0.0623,1.7071,-0.6259,-0.5823,-0.4664,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700071,GAVISTAL   LIQUID INJECTION,222,46,4.826086956521739,4.668115717056089,202,Medium Moving,1,0.20292504570383912,0.04204753199268738,0.1846435100548446,-0.4369,-0.452,-0.2229,-0.1504,0.4148,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700072,GAVISTAL 10  FC TABLET,174,84,2.0714285714285716,0.9542007856917756,0,Medium Moving,1,0.1590493601462523,0.07678244972577697,0.0,-0.4623,-0.2933,-0.6258,-0.6647,-0.4664,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700073,GLANCER  FC TABLET,42,40,1.05,0.22072142786315224,2,Slow Moving,2,0.038391224862888484,0.03656307129798903,0.0018281535648994515,-0.5321,-0.4771,-0.7753,-0.7663,-0.4577,Medium Moving,Slow Moving,Medium Moving,Medium Moving,Slow Moving,Medium Moving
103700074,HICAL CHEW. TABLET,2322,281,8.263345195729537,7.025085778712706,15,Fast Moving,0,2.1224862888482634,0.25685557586837293,0.013711151736745886,0.6735,0.5294,0.28,0.176,-0.401,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700075,INODERM CREAM,34,9,3.7777777777777777,1.2018504251546633,27,Slow Moving,2,0.031078610603290677,0.008226691042047532,0.024680073126142597,-0.5363,-0.6065,-0.3762,-0.6304,-0.3486,Slow Moving,Slow Moving,Medium Moving,Slow Moving,Slow Moving,Slow Moving
103700079,ISOFEM  FC TABLET,3,3,1.0,0.0,741,Slow Moving,2,0.002742230347349177,0.002742230347349177,0.6773308957952467,-0.5527,-0.6316,-0.7826,-0.7969,2.7664,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700080,KETOSIC 30  LIQUID INJECTION,608,159,3.8238993710691824,2.658958088498577,7,Medium Moving,1,0.5557586837294333,0.1453382084095064,0.006398537477148081,-0.2328,0.0199,-0.3695,-0.4286,-0.4359,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700084,LIPOFOOD  CAPSULE,12,9,1.3333333333333333,0.5,655,Slow Moving,2,0.010968921389396709,0.008226691042047532,0.5987202925045704,-0.5479,-0.6065,-0.7338,-0.7276,2.3912,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700086,LOREMID  FC TABLET,397,298,1.332214765100671,0.6868430151483131,1,Medium Moving,1,0.36288848263254114,0.27239488117001825,0.0009140767824497258,-0.3444,0.6004,-0.734,-0.7018,-0.4621,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700088,LUSANOC  TABLET,137,126,1.0873015873015872,0.28340335269269545,2,Medium Moving,1,0.12522851919561243,0.11517367458866545,0.0018281535648994515,-0.4818,-0.1179,-0.7698,-0.7576,-0.4577,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700089,LYCOQ CAPSULE,1,1,1.0,0.0,491,Slow Moving,2,0.0009140767824497258,0.0009140767824497258,0.44881170018281535,-0.5538,-0.6399,-0.7826,-0.7969,1.6757,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700090,MALTIRON  SYRUP,1953,112,17.4375,75.7673990662294,2,Fast Moving,0,1.7851919561243144,0.10237659963436929,0.0018281535648994515,0.4784,-0.1764,1.622,9.6962,-0.4577,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700091,MALTIRON PLUS  FC TABLET,680,259,2.6254826254826256,3.6919521813778515,0,Medium Moving,1,0.6215722120658135,0.236745886654479,0.0,-0.1947,0.4375,-0.5448,-0.2856,-0.4664,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700094,MAXPRO DRY SUSPENSION,577,118,4.889830508474576,3.982405531482314,23,Medium Moving,1,0.5274223034734917,0.10786106032906764,0.02102376599634369,-0.2492,-0.1513,-0.2135,-0.2454,-0.3661,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700095,MAXPRO 100 KAPSUL,506,157,3.2229299363057327,2.843342936184786,0,Medium Moving,1,0.4625228519195612,0.14351005484460694,0.0,-0.2867,0.0116,-0.4574,-0.4031,-0.4664,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700097,MEFIX 500  TABLET,3149,1696,1.8567216981132075,1.9285440689149957,0,Fast Moving,0,2.8784277879341866,1.5502742230347348,0.0,1.1108,6.4388,-0.6572,-0.5298,-0.4664,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700098,MELIDOX FC TABLET,876,175,5.005714285714285,4.309168443739336,1,Fast Moving,0,0.8007312614259597,0.15996343692870202,0.0009140767824497258,-0.0911,0.0867,-0.1966,-0.2001,-0.4621,Fast Moving,Fast Moving,Medium Moving,Medium Moving,Fast Moving,Fast Moving
103700099,MENSIPOX  FC TABLET,210,135,1.5555555555555556,0.7886003723456396,16,Medium Moving,1,0.19195612431444242,0.12340036563071298,0.014625228519195612,-0.4432,-0.0803,-0.7013,-0.6877,-0.3966,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700100,MEPROBAL 500 CAPSULE,179,98,1.8265306122448979,3.1883341163054975,1,Medium Moving,1,0.1636197440585009,0.08957952468007313,0.0009140767824497258,-0.4596,-0.2348,-0.6617,-0.3553,-0.4621,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700104,MEPROSON  TABLET,424,167,2.538922155688623,2.2488243327227506,0,Medium Moving,1,0.3875685557586837,0.1526508226691042,0.0,-0.3301,0.0533,-0.5574,-0.4854,-0.4664,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700108,MEPROVENT CAIRAN INHALASI,2559,281,9.1067615658363,13.225624094513442,0,Fast Moving,0,2.3391224862888484,0.25685557586837293,0.0,0.7988,0.5294,0.4033,1.0347,-0.4664,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700109,MEVACHOL 10  TABLET,30,2,15.0,12.727922061357855,1006,Slow Moving,2,0.027422303473491772,0.0018281535648994515,0.9195612431444241,-0.5384,-0.6358,1.2654,0.9658,3.9225,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700110,MEVITON  FC TABLET,173,98,1.7653061224489797,1.0030985028170871,0,Medium Moving,1,0.15813528336380256,0.08957952468007313,0.0,-0.4628,-0.2348,-0.6706,-0.658,-0.4664,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700114,MUCOS  DROPS,6461,1255,5.148207171314741,6.004545956361218,2,Fast Moving,0,5.905850091407678,1.147166361974406,0.0018281535648994515,2.862,4.5971,-0.1757,0.0347,-0.4577,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700115,MUCOS  TABLET,1013,747,1.356091030789826,1.0732425535887287,1,Fast Moving,0,0.9259597806215722,0.6828153564899452,0.0009140767824497258,-0.0186,2.4756,-0.7305,-0.6483,-0.4621,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700116,MUCOS-15 SYRUP,7774,1503,5.172322022621424,6.039173528572963,1,Fast Moving,0,7.1060329067641685,1.3738574040219378,0.0009140767824497258,3.5563,5.6328,-0.1722,0.0395,-0.4621,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700117,MYORES  TABLET,1086,360,3.0166666666666666,3.626696126102428,0,Fast Moving,0,0.9926873857404022,0.3290676416819013,0.0,0.02,0.8593,-0.4876,-0.2946,-0.4664,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700118,MYOTONIC FC TABLET,585,200,2.925,2.6217825460157758,0,Medium Moving,1,0.5347349177330896,0.18281535648994515,0.0,-0.245,0.1911,-0.501,-0.4338,-0.4664,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700119,MYOTONIC LIQUID INJECTION,1041,145,7.179310344827586,6.2301562374706965,2,Fast Moving,0,0.9515539305301646,0.13254113345521024,0.0018281535648994515,-0.0038,-0.0386,0.1214,0.0659,-0.4577,Fast Moving,Fast Moving,Medium Moving,Medium Moving,Fast Moving,Fast Moving
103700121,NEO PROVIGOR  FC TABLET,2,1,2.0,0.0,239,Slow Moving,2,0.0018281535648994515,0.0009140767824497258,0.21846435100548445,-0.5532,-0.6399,-0.6363,-0.7969,0.5763,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700122,NIFUDIAR  SUSPENSION,1946,422,4.611374407582939,6.204026239020136,0,Fast Moving,0,1.7787934186471663,0.3857404021937843,0.0,0.4747,1.1183,-0.2543,0.0623,-0.4664,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700123,NIKOLAM DRY SUSPENSION,34,14,2.4285714285714284,1.5045717874984443,1,Slow Moving,2,0.031078610603290677,0.012797074954296161,0.0009140767824497258,-0.5363,-0.5856,-0.5736,-0.5885,-0.4621,Slow Moving,Slow Moving,Medium Moving,Slow Moving,Slow Moving,Slow Moving
103700124,NIKOLAM 500 CAPSULE,19,16,1.1875,0.4031128874149274,2,Slow Moving,2,0.01736745886654479,0.014625228519195612,0.0018281535648994515,-0.5442,-0.5773,-0.7551,-0.7411,-0.4577,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700125,NORAGES  DROPS,1088,192,5.666666666666667,7.0757556223012,5,Fast Moving,0,0.9945155393053017,0.17550274223034734,0.004570383912248629,0.021,0.1577,-0.0999,0.183,-0.4446,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700126,NORAGES  SYRUP,5397,748,7.21524064171123,10.559853393411325,0,Fast Moving,0,4.93327239488117,0.6837294332723949,0.0,2.2994,2.4797,0.1266,0.6656,-0.4664,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700127,NORAGES  LIQUID INJECTION,1197,29,41.275862068965516,52.58183862984044,0,Fast Moving,0,1.0941499085923219,0.026508226691042046,0.0,0.0786,-0.523,5.1092,6.4852,-0.4664,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700129,OPM  CAPSULE,121,72,1.6805555555555556,1.3303223043645578,37,Medium Moving,1,0.11060329067641682,0.06581352833638025,0.033820840950639856,-0.4903,-0.3434,-0.683,-0.6127,-0.305,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700131,OXORIL SYRUP,5956,691,8.619392185238784,16.422011569166916,51,Fast Moving,0,5.444241316270567,0.6316270566727605,0.04661791590493602,2.595,2.2417,0.332,1.4774,-0.2439,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700132,PERIFLUX  SUSPENSION,2007,228,8.802631578947368,8.977239556160345,23,Fast Moving,0,1.8345521023765996,0.20840950639853748,0.02102376599634369,0.5069,0.3081,0.3588,0.4464,-0.3661,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700133,PHENYTOIN SODIUM LIQUID INJECTION,1003,126,7.9603174603174605,10.923296787069953,0,Fast Moving,0,0.916819012797075,0.11517367458866545,0.0,-0.0239,-0.1179,0.2356,0.7159,-0.4664,Medium Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700134,PROCALMA KAPSUL,576,112,5.142857142857143,5.984751107376633,1,Medium Moving,1,0.526508226691042,0.10237659963436929,0.0009140767824497258,-0.2497,-0.1764,-0.1765,0.0319,-0.4621,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700136,PROCELES SYRUP,7251,1195,6.067782426778242,9.27729842229266,1,Fast Moving,0,6.627970749542961,1.0923217550274222,0.0009140767824497258,3.2798,4.3465,-0.0412,0.4879,-0.4621,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700137,PROCELES TABLET,1239,753,1.6454183266932272,1.0329200328123007,1,Fast Moving,0,1.1325411334552102,0.6882998171846435,0.0009140767824497258,0.1009,2.5006,-0.6882,-0.6538,-0.4621,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700139,PROCETAM  LIQUID INJECTION,2,1,2.0,0.0,1006,Slow Moving,2,0.0018281535648994515,0.0009140767824497258,0.9195612431444241,-0.5532,-0.6399,-0.6363,-0.7969,3.9225,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700140,PROCETAM 1200  FC TABLET,7,4,1.75,0.9574271077563381,264,Slow Moving,2,0.006398537477148081,0.003656307129798903,0.2413162705667276,-0.5506,-0.6274,-0.6729,-0.6643,0.6853,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving,Slow Moving
103700142,PROCLOZAM  TABLET,91,41,2.2195121951219514,1.2552329489371925,51,Medium Moving,1,0.08318098720292505,0.037477148080438755,0.04661791590493602,-0.5062,-0.4729,-0.6042,-0.623,-0.2439,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700143,PROCOLIC FC TABLET,188,58,3.2413793103448274,2.879512293181255,13,Medium Moving,1,0.17184643510054845,0.05301645338208409,0.011882998171846435,-0.4549,-0.4019,-0.4547,-0.3981,-0.4097,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700144,PRODERMAL CREAM,130,54,2.4074074074074074,0.8582236705098153,22,Medium Moving,1,0.11882998171846434,0.04936014625228519,0.02010968921389397,-0.4855,-0.4186,-0.5767,-0.678,-0.3705,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700145,PRODEXON  CAPLET,2651,582,4.554982817869416,3.9383678154304262,0,Fast Moving,0,2.4232175502742233,0.5319926873857403,0.0,0.8475,1.7865,-0.2625,-0.2515,-0.4664,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving,Fast Moving
103700147,PROGESTON TABLET,1058,145,7.296551724137931,7.138631344400993,0,Fast Moving,0,0.9670932358318098,0.13254113345521024,0.0,0.0051,-0.0386,0.1385,0.1917,-0.4664,Fast Moving,Fast Moving,Fast Moving,Medium Moving,Fast Moving,Fast Moving
103700148,PROHISTIN  TABLET,150,126,1.1904761904761905,0.4140393356054127,2,Medium Moving,1,0.13711151736745886,0.11517367458866545,0.0018281535648994515,-0.475,-0.1179,-0.7547,-0.7395,-0.4577,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700149,PROIMBUS FC TABLET,259,70,3.7,3.159297298496907,32,Medium Moving,1,0.236745886654479,0.06398537477148081,0.029250457038391225,-0.4173,-0.3518,-0.3876,-0.3594,-0.3268,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
103700150,PROLEVOX 500  FC TABLET,404,130,3.1076923076923078,3.266570526617592,32,Medium Moving,1,0.3692870201096892,0.11882998171846434,0.029250457038391225,-0.3407,-0.1012,-0.4742,-0.3445,-0.3268,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving,Medium Moving
